# ----------------------------------------
# Exportação do CSV de relatório
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20230724
# Data de término: 20230820
Título da página e nome da tela;Data;Sessões;Usuários;Novos usuários;Tempo de engajamento médio por sessão;Conversões;Receita total
Curiosidades e Títulos;20230813;3;3;0;67;0;0
Curiosidades e Títulos;20230817;3;3;0;28.666666666666668;0;0
Danielzinho 2023;20230805;3;2;0;1.3333333333333333;0;0
Especiais Adversários;20230811;3;3;0;15.333333333333334;0;0
Especiais Adversários;20230812;3;3;0;18.333333333333332;0;0
Especiais Adversários;20230817;3;2;0;1.3333333333333333;0;0
Especiais Adversários;20230818;3;3;0;3.3333333333333335;0;0
Especiais Campeonatos;20230806;3;2;0;5;0;0
Especiais Campeonatos;20230810;3;3;0;3;0;0
Especiais Campeonatos;20230811;3;3;0;9.333333333333334;0;0
Especiais Campeonatos;20230813;3;2;0;7.666666666666667;0;0
Especiais Campeonatos;20230815;3;2;0;13.666666666666666;0;0
Especiais Campeonatos;20230819;3;3;0;3.6666666666666665;0;0
Especiais Campeonatos;20230820;3;3;0;19;0;0
Especiais Clássicos;20230809;3;3;0;50.666666666666664;0;0
Especiais Estádios;20230808;3;3;0;2.3333333333333335;0;0
Especiais Estádios;20230810;3;3;0;19;0;0
Especiais Estádios;20230819;3;3;0;7.666666666666667;0;0
Especiais Gerais;20230810;3;3;0;15;0;0
Especiais Gerais;20230814;3;3;0;45;0;0
Especiais Gerais;20230815;3;3;0;46.333333333333336;0;0
Especiais Jogadores;20230802;3;3;0;26.333333333333332;0;0
Especiais Jogos;20230806;3;2;0;5;0;0
Especiais Jogos;20230807;3;3;0;9;0;0
Especiais Jogos;20230817;3;2;0;5;0;0
Especiais Jogos;20230819;3;3;0;3;0;0
Especiais Numeração Fixa;20230810;3;3;0;13.333333333333334;0;0
Especiais Sequências;20230811;3;2;0;36;0;0
Especiais Técnico;20230809;3;3;0;3.6666666666666665;0;0
Especiais Técnico;20230810;3;2;0;22.666666666666668;0;0
Especiais Técnico;20230811;3;3;0;11.333333333333334;0;0
Especiais Técnico;20230814;3;3;0;5.333333333333333;0;0
Especiais Técnico;20230820;3;3;0;12;0;0
Estádio por tempo determinado;20230810;3;3;0;31.333333333333332;0;0
Estádio x Campeonato;20230807;3;3;0;53.333333333333336;0;0
Estádios;20230806;3;3;0;13.333333333333334;0;0
Estádios;20230808;3;3;0;4.333333333333333;0;0
Estádios;20230810;3;3;0;8;0;0
Estádios;20230819;3;3;0;13.333333333333334;0;0
Felipe Melo 2023;20230809;3;3;0;9.333333333333334;0;0
Flamengo 1 X 1 Fluminense;20230803;3;3;0;19;0;0
Flamengo 1 X 1 Fluminense;20230807;3;2;0;20.666666666666668;0;0
Flamengo 1 X 2 Fluminense;20230820;3;2;0;10.333333333333334;0;0
Flavio Rodrigues de Souza;20230819;3;2;0;2.6666666666666665;0;0
Fluminense 0 X 0 América;20230815;3;1;0;18.666666666666668;0;0
Fluminense 0 X 0 Flamengo;20230814;3;3;0;4;0;0
Fluminense 0 X 1 América;20230807;3;2;0;6.333333333333333;0;0
Fluminense 0 X 1 Flamengo;20230817;3;1;0;7;0;0
Fluminense 0 X 2 Flamengo;20230807;3;2;0;9;0;0
Fluminense 0 X 2 Paulistano;20230803;3;2;0;0;0;0
Fluminense 0 X 2 Vasco;20230804;3;1;0;3.6666666666666665;0;0
Fluminense 1 X 0 América;20230813;3;2;0;1.6666666666666667;0;0
Fluminense 1 X 0 América MG;20230818;3;2;0;45;0;0
Fluminense 1 X 0 Flamengo;20230817;3;2;2;4;0;0
Fluminense 1 X 0 São Cristovão;20230804;3;2;0;8;0;0
Fluminense 1 X 0 Vasco;20230812;3;3;0;11.333333333333334;0;0
Fluminense 1 X 1 Botafogo;20230818;3;2;0;5.666666666666667;0;0
Fluminense 1 X 1 Palmeiras;20230820;3;2;0;0.3333333333333333;0;0
Fluminense 1 X 2 América;20230807;3;3;0;10;0;0
Fluminense 1 X 3 Botafogo;20230812;3;2;0;5.333333333333333;0;0
Fluminense 1 X 3 Palmeiras;20230803;3;3;0;39.666666666666664;0;0
Fluminense 10 X 0 Football & Athletic;20230816;3;2;0;171;0;0
Fluminense 2 X 0 Argentinos Juniors;20230811;3;3;0;11;0;0
Fluminense 2 X 0 Argentinos Juniors;20230820;3;3;0;10.333333333333334;0;0
Fluminense 2 X 0 Botafogo;20230812;3;2;0;12.333333333333334;0;0
Fluminense 2 X 0 Campo Grande;20230807;3;2;0;4;0;0
Fluminense 2 X 0 Internacional;20230814;3;2;0;2;0;0
Fluminense 2 X 0 Libertad;20230811;3;3;0;5.666666666666667;0;0
Fluminense 2 X 0 Portuguesa;20230815;3;1;0;1.6666666666666667;0;0
Fluminense 2 X 0 Vasco;20230811;3;3;0;12.333333333333334;0;0
Fluminense 2 X 1 América;20230817;3;1;0;23.333333333333332;0;0
Fluminense 2 X 1 Bragantino;20230813;3;3;0;7.666666666666667;0;0
Fluminense 2 X 1 Palmeiras;20230804;3;3;0;30.333333333333332;0;0
Fluminense 2 X 1 Palmeiras;20230805;3;3;0;15.333333333333334;0;0
Fluminense 2 X 1 Palmeiras;20230811;3;3;0;24;0;0
Fluminense 2 X 1 Palmeiras;20230820;3;3;0;2.6666666666666665;0;0
Fluminense 2 X 1 Rio Cricket;20230804;3;2;0;4.333333333333333;0;0
Fluminense 2 X 3 ABC;20230809;3;3;3;33;0;0
Fluminense 2 X 3 ABC;20230813;3;2;3;5.333333333333333;0;0
Fluminense 2 X 3 ABC;20230818;3;1;1;0.3333333333333333;0;0
Fluminense 3 X 0 Internacional;20230815;3;2;0;3.6666666666666665;0;0
Fluminense 3 X 0 LDU;20230809;3;2;0;1.3333333333333333;0;0
Fluminense 3 X 1 Libertad;20230811;3;2;0;3;0;0
Fluminense 3 X 2 Vasco;20230812;3;2;0;5.333333333333333;0;0
Fluminense 4 X 0 Rio Cricket;20230818;3;2;0;8.666666666666666;0;0
Fluminense 4 X 2 Palmeiras;20230806;3;3;2;9.666666666666666;0;0
Fluminense 7 X 1 Paysandu Cricket;20230820;3;1;0;0.3333333333333333;0;0
Fluminense x América MG-MG;20230816;3;3;0;37.333333333333336;0;0
Fluminense x Barcelona-Espanha;20230808;3;2;0;7;0;0
Fluminense x Boca Juniors-Argentina;20230804;3;3;0;148;0;0
Fluminense x Bolívar-Bolívia;20230811;3;3;0;43;0;0
Fluminense x Botafogo-RJ;20230817;3;2;0;28.333333333333332;0;0
Fluminense x Cerro Portenho-Paraguai;20230811;3;1;0;5.333333333333333;0;0
Fluminense x Cerro Portenho-Paraguai;20230812;3;3;0;13.333333333333334;0;0
Fluminense x Cruzeiro-MG;20230813;3;3;0;18.666666666666668;0;0
Fluminense x Flamengo-RJ;20230808;3;2;0;6;0;0
Fluminense x Flamengo-RJ;20230810;3;1;0;19.666666666666668;0;0
Fluminense x Grêmio-RS;20230804;3;3;0;22.666666666666668;0;0
Fluminense x Internacional-RS;20230806;3;3;0;19;0;0
Fluminense x Internacional-RS;20230811;3;3;0;34;0;0
Fluminense x Internacional-RS;20230812;3;3;0;50;0;0
Fluminense x Juventude-RS;20230813;3;3;0;22;0;0
Fluminense x Olimpia-Paraguai;20230808;3;3;0;23.333333333333332;0;0
Fluminense x Olimpia-Paraguai;20230818;3;2;0;23.333333333333332;0;0
Fluminense x Palmeiras-SP;20230808;3;3;0;10;0;0
Fluminense x Palmeiras-SP;20230813;3;3;0;19.333333333333332;0;0
Fluminense x Paris Saint Germain-França;20230802;3;3;3;34.333333333333336;0;0
Fluminense x Paris Saint Germain-França;20230809;3;3;3;10.666666666666666;0;0
Fluminense x Real Madrid-Espanha;20230808;3;2;0;25.333333333333332;0;0
Fluminense x River Plate-Argentina;20230807;3;3;0;22.333333333333332;0;0
Fluminense x San Lorenzo-Argentina;20230805;3;2;2;3.6666666666666665;0;0
Fluminense x Santos-SP;20230813;3;3;0;5;0;0
Fluminense x São Paulo-SP;20230810;3;1;0;0;0;0
Fluminense x São Paulo-SP;20230811;3;1;0;4;0;0
Fluminense x São Paulo-SP;20230813;3;3;0;8.666666666666666;0;0
Fluminense x São Raimundo-AM;20230811;3;3;3;41;0;0
Fluminense x Vasco-RJ;20230805;3;3;0;38.333333333333336;0;0
Fluminense x Vasco-RJ;20230817;3;2;0;41;0;0
Fluminense x Vasco-RJ;20230819;3;3;0;53.666666666666664;0;0
Fábio 2023;20230807;3;3;0;21.666666666666668;0;0
Fábio 2023;20230810;3;2;0;10;0;0
Fábio 2023;20230814;3;3;0;21.666666666666668;0;0
German Cano 2023;20230810;3;3;0;22;0;0
German Cano 2023;20230813;3;3;0;15.333333333333334;0;0
Goleiros com mais jogos;20230809;3;3;0;32.333333333333336;0;0
Goleiros com mais jogos;20230814;3;2;0;19.333333333333332;0;0
Gráficos;20230808;3;2;0;5.666666666666667;0;0
Gráficos;20230810;3;3;0;11;0;0
Grêmio 1 X 0 Fluminense;20230811;3;3;0;4;0;0
Grêmio 2 X 1 Fluminense;20230813;3;3;0;48.333333333333336;0;0
Grêmio 4 X 5 Fluminense;20230811;3;3;0;31.666666666666668;0;0
Informações Gerais;20230804;3;3;0;10.333333333333334;0;0
Informações Gerais;20230818;3;2;0;4;0;0
Jandir 1994;20230807;3;2;0;2;0;0
Jhon Arias 2023;20230809;3;3;0;91;0;0
Jogadores mais velhos;20230807;3;3;0;14;0;0
Jogadores mais velhos;20230817;3;2;0;30.333333333333332;0;0
Jogos em 15 / 08;20230815;3;2;0;10.666666666666666;0;0
Jogos em Estádio por ano;20230807;3;2;0;31.666666666666668;0;0
Jogos em dd/mm;20230815;3;2;0;3.6666666666666665;0;0
Jogos em dd/mm;20230817;3;2;0;7.666666666666667;0;0
Jogos no(a) Maracanã em 2023;20230804;3;2;0;35.666666666666664;0;0
Jogos no(a) Maracanã em 2023;20230807;3;1;0;22;0;0
João Pedro 2019;20230806;3;1;0;0.6666666666666666;0;0
Keno 2023;20230808;3;3;0;20.333333333333332;0;0
Laranjeiras;20230820;3;3;1;23;0;0
Libertadores da América 2023;20230804;3;3;0;24;0;0
Libertadores da América 2023;20230809;3;3;0;30;0;0
Lira 1995;20230804;3;1;0;3.6666666666666665;0;0
Luis Eduardo 1994;20230804;3;1;0;8;0;0
Madureira 1 X 3 Fluminense;20230812;3;3;0;6;0;0
Maior Artilheiro em Ano;20230819;3;3;0;2.3333333333333335;0;0
Maior Artilheiro em Estádio;20230819;3;3;0;22.333333333333332;0;0
Maior Artilheiro em Estádio;20230820;3;3;0;12.333333333333334;0;0
Mais jogos em Campeonato;20230808;3;3;0;13.333333333333334;0;0
Mais jogos em Campeonato;20230810;3;3;0;8.666666666666666;0;0
Mais jogos em turnos;20230814;3;1;0;3.6666666666666665;0;0
Mais jogos no elenco atual;20230805;3;2;0;180.66666666666666;0;0
Mais jogos nos Séculos;20230811;3;2;0;39.666666666666664;0;0
Mais jogos nos Séculos;20230815;3;2;0;23.333333333333332;0;0
Mais vezes Artilheiros Anuais;20230820;3;3;0;82.66666666666667;0;0
Maracanã;20230809;3;3;0;16;0;0
Maracanã;20230810;3;3;0;16;0;0
Maracanã;20230816;3;3;0;25;0;0
Maracanã;20230819;3;3;0;14.666666666666666;0;0
Marcelo 2023;20230820;3;2;0;25.333333333333332;0;0
Marcelo Gomes 1992;20230805;3;3;3;44.333333333333336;0;0
Martinelli 2023;20230802;3;2;0;35.333333333333336;0;0
Neinha 1981;20230810;3;3;0;6;0;0
Nino 2023;20230809;3;3;0;3.3333333333333335;0;0
Numeração Fixa;20230808;3;1;0;227.66666666666666;0;0
Numeração Fixa;20230810;3;3;0;72;0;0
Olaria 1 X 3 Fluminense;20230812;3;2;0;5.666666666666667;0;0
Palmeiras 0 X 2 Fluminense;20230803;3;3;0;33.666666666666664;0;0
Paulistano 2 X 0 Fluminense;20230807;3;3;0;0;0;0
Paulistano 2 X 2 Fluminense;20230814;3;1;0;0.3333333333333333;0;0
Paulo Henrique Ganso 2023;20230804;3;1;0;36;0;0
Paulo Henrique Ganso 2023;20230806;3;3;0;24.666666666666668;0;0
Paulo Henrique Ganso 2023;20230813;3;2;0;7;0;0
Pires 1993;20230804;3;1;0;0.3333333333333333;0;0
Placar de 5 x 0;20230812;3;1;0;11.333333333333334;0;0
Presença Estrangeiros;20230808;3;3;0;51.666666666666664;0;0
Rafael Moura 2012;20230808;3;2;0;48;0;0
Ranking de Assistências;20230805;3;2;0;15.666666666666666;0;0
Ranking de Assistências em 2008;20230816;3;2;0;4;0;0
Rivelino 1978;20230817;3;2;0;65;0;0
Rodrigo José Pereira de Lima;20230811;3;3;0;9;0;0
Samuel Xavier 2023;20230806;3;3;0;33.666666666666664;0;0
Samuel Xavier 2023;20230812;3;3;1;25.333333333333332;0;0
Samuel Xavier 2023;20230813;3;3;1;22.666666666666668;0;0
Sequências;20230810;3;1;0;8.666666666666666;0;0
Sequências - Maracanã;20230810;3;2;0;51.333333333333336;0;0
Serrano 0 X 2 Fluminense;20230807;3;2;0;21.333333333333332;0;0
São Paulo Athletic 3 X 0 Fluminense;20230809;3;2;0;32;0;0
Tec - Edinho;20230804;3;1;0;12.333333333333334;0;0
Tec - Fernando Diniz;20230805;3;1;0;2.6666666666666665;0;0
Tec - Fernando Diniz;20230812;3;3;0;20.666666666666668;0;0
Tec - Renato Gaúcho;20230813;3;3;0;4.666666666666667;0;0
Tec - Renato Gaúcho;20230815;3;1;0;42.666666666666664;0;0
Todas as camisas;20230804;3;3;0;400;0;0
Todas as camisas;20230810;3;3;0;67.33333333333333;0;0
Todos os Jogos contra Palmeiras-SP;20230805;3;2;0;0;0;0
Todos os Jogos no(a) Maracanã;20230806;3;3;0;71;0;0
Todos os jogos em campeonato;20230803;3;3;0;8.666666666666666;0;0
Todos os jogos em campeonato;20230808;3;3;0;18.333333333333332;0;0
Todos os jogos em campeonato;20230811;3;3;0;5.333333333333333;0;0
Todos os jogos em estádio;20230806;3;3;0;14.333333333333334;0;0
Todos os jogos no(a) Libertadores da América;20230807;3;3;0;41.333333333333336;0;0
Todos os jogos no(a) Libertadores da América;20230808;3;2;0;54.666666666666664;0;0
Todos os jogos no(a) Libertadores da América;20230809;3;2;0;136;0;0
Treinador com mais jogos;20230809;3;3;0;31.666666666666668;0;0
Treinador com mais jogos;20230815;3;3;0;76;0;0
Treinador com mais jogos;20230820;3;3;0;30.333333333333332;0;0
Técnico;20230807;3;3;0;47.666666666666664;0;0
Técnico;20230808;3;2;0;5;0;0
Técnico;20230820;3;3;0;5.666666666666667;0;0
Vasco 1 X 1 Fluminense;20230807;3;3;0;10.333333333333334;0;0
Vasco 2 X 0 Fluminense;20230812;3;3;0;4.666666666666667;0;0
Vasco 3 X 3 Fluminense;20230807;3;3;0;6.666666666666667;0;0
Wallace 1995;20230804;3;1;0;1.6666666666666667;0;0
Wilmar Roldan;20230808;3;1;0;11.333333333333334;0;0
Árbitros;20230806;3;3;0;14;0;0
Árbitros;20230811;3;3;0;19;0;0
Árbitros;20230814;3;2;0;20.333333333333332;0;0
Árbitros;20230815;3;3;0;32;0;0
Árbitros;20230817;3;3;0;14.666666666666666;0;0
Árbitros;20230820;3;3;0;19.666666666666668;0;0
Ézio 1995;20230804;3;1;0;2.6666666666666665;0;0
(not set);20230804;2;2;0;60;0;0
(not set);20230807;2;2;0;16.5;0;0
(not set);20230815;2;2;0;9;0;0
(not set);20230817;2;2;0;10;0;0
(not set);20230818;2;2;0;249;0;0
1 ª passagem de Fernando Diniz;20230811;2;1;0;0.5;0;0
2 ª passagem de Renato Gaúcho;20230811;2;1;0;2.5;0;0
ADN 1 X 3 Fluminense;20230807;2;2;0;7.5;0;0
ASA 0 X 3 Fluminense;20230807;2;2;0;51;0;0
Adversário do mesmo país;20230807;2;2;0;5;0;0
Adversário por ano;20230807;2;2;0;4.5;0;0
Adversário x Campeonato;20230803;2;1;0;14;0;0
Adversário x Campeonato;20230807;2;2;0;1.5;0;0
Adversário x Campeonato;20230810;2;2;0;19;0;0
Adversário x Campeonato;20230814;2;2;0;14.5;0;0
Adversário x Campeonato;20230818;2;2;0;12.5;0;0
Adversário x Campeonato;20230820;2;1;0;76.5;0;0
Adversário x Campeonato x Estádio;20230807;2;2;0;165.5;0;0
Adversário x Estádio;20230803;2;1;0;4;0;0
Adversário x Estádio;20230806;2;2;0;16;0;0
Adversário x Estádio;20230815;2;1;0;10.5;0;0
Adversários;20230814;2;2;1;7.5;0;0
Adversários Argentina;20230807;2;2;0;21;0;0
Adversários Internacionais;20230807;2;2;0;60;0;0
Adversários Internacionais;20230809;2;2;0;48;0;0
Adversários da Argentina;20230807;2;2;0;30.5;0;0
Alan 2023;20230806;2;1;0;2;0;0
Alan 2023;20230810;2;2;0;7;0;0
Alexandre 1993;20230804;2;1;0;4;0;0
Alexandre Torres 1991;20230805;2;2;1;157;0;0
Alexis Herrera;20230807;2;2;0;48.5;0;0
Alexsander 2023;20230805;2;2;0;23.5;0;0
Alfredinho 1937;20230803;2;1;0;0.5;0;0
Americano 0 X 4 Fluminense;20230818;2;2;0;21.5;0;0
Americano 1 X 0 Fluminense;20230807;2;2;0;14.5;0;0
Americano 2 X 2 Fluminense;20230807;2;1;0;2;0;0
América 0 X 0 Fluminense;20230807;2;2;0;13.5;0;0
América 0 X 1 Fluminense;20230803;2;2;0;28.5;0;0
América 0 X 2 Fluminense;20230818;2;1;0;1;0;0
América 1 X 0 Fluminense;20230815;2;1;0;22.5;0;0
América 1 X 0 Fluminense;20230818;2;1;0;13;0;0
América 1 X 1 Fluminense;20230812;2;2;0;10;0;0
América 1 X 1 Fluminense;20230814;2;2;0;18.5;0;0
América 1 X 1 Fluminense;20230815;2;1;0;27.5;0;0
América 1 X 3 Fluminense;20230818;2;1;0;0;0;0
América 2 X 1 Fluminense;20230817;2;1;0;25.5;0;0
América 3 X 0 Fluminense;20230812;2;1;0;41.5;0;0
América 3 X 6 Fluminense;20230817;2;1;0;47.5;0;0
América MG - Brasileiro;20230818;2;2;0;39.5;0;0
América MG - Maracanã;20230815;2;1;0;27.5;0;0
América MG 0 X 3 Fluminense;20230818;2;1;0;0;0;0
América MG 0 X 3 Fluminense;20230819;2;2;0;22;0;0
América MG 0 X 3 Fluminense;20230820;2;2;0;9.5;0;0
Anapolina 3 X 1 Fluminense;20230806;2;2;2;52.5;0;0
Anapolina 3 X 2 Fluminense;20230807;2;2;0;6.5;0;0
Andaraí;20230816;2;2;0;185.5;0;0
Anderson Daronco;20230806;2;2;1;14.5;0;0
André 2023;20230809;2;2;0;2.5;0;0
André 2023;20230813;2;2;0;7.5;0;0
André 2023;20230814;2;2;0;16;0;0
André 2023;20230819;2;2;0;0.5;0;0
André 2023;20230820;2;2;0;11.5;0;0
Andrés Cunha;20230818;2;2;0;19;0;0
Aproveitamento Técnicos no;20230810;2;2;0;32.5;0;0
Argentino Juniors 1 X 1 Fluminense;20230804;2;2;0;27;0;0
Argentinos Juniors 1 X 1 Fluminense;20230820;2;2;0;34.5;0;0
Armandinho 1935;20230815;2;1;1;0;0;0
Arsenal de Sarandi 1 X 2 Fluminense;20230809;2;2;0;11;0;0
Arthur 2023;20230808;2;2;0;42;0;0
Artilharia com Técnico;20230820;2;2;0;6.5;0;0
Artilheiro contra adversário em campeonato;20230808;2;1;0;300;0;0
Artilheiros Anuais;20230819;2;2;0;131;0;0
Artilheiros Estrangeiros;20230818;2;2;0;79.5;0;0
Artilheiros em 2023;20230806;2;2;0;24;0;0
Artilheiros em 2023;20230808;2;2;0;20.5;0;0
Artilheiros em 2023;20230811;2;2;0;47.5;0;0
Artilheiros em 2023;20230816;2;2;0;5.5;0;0
Artilheiros em 2023;20230820;2;1;0;1;0;0
Artilheiros em jogos oficiais;20230813;2;2;0;7.5;0;0
Artilheiros no(a) Libertadores da América;20230809;2;2;0;13.5;0;0
Artilheiros no(a) Libertadores da América;20230812;2;1;0;0;0;0
Artilheiros no(a) Libertadores da América;20230819;2;1;0;0.5;0;0
Artilheiros por Adversário;20230812;2;1;0;0;0;0
Atlético MG 1 X 1 Fluminense;20230807;2;2;0;28;0;0
Atlético MG 2 X 0 Fluminense;20230805;2;1;0;0;0;0
Atlético MG 3 X 1 Fluminense;20230807;2;2;0;11.5;0;0
Avaí 0 X 3 Fluminense;20230811;2;2;0;12;0;0
Bahia 0 X 0 Fluminense;20230802;2;2;0;5.5;0;0
Bangu 0 X 2 Fluminense;20230806;2;2;0;36;0;0
Bangu 0 X 2 Fluminense;20230818;2;2;0;8.5;0;0
Bangu 0 X 3 Fluminense;20230818;2;1;0;27;0;0
Bangu 1 X 2 Fluminense;20230807;2;2;0;3.5;0;0
Bangu 2 X 1 Fluminense;20230807;2;2;0;8;0;0
Bangu 2 X 1 Fluminense;20230812;2;2;0;11;0;0
Bangu 3 X 2 Fluminense;20230814;2;2;0;14.5;0;0
Bangu 3 X 5 Fluminense;20230812;2;2;0;9;0;0
Bonsucesso 1 X 3 Fluminense;20230812;2;2;0;7;0;0
Botafogo 0 X 0 Fluminense;20230813;2;2;0;23;0;0
Botafogo 0 X 1 Fluminense;20230811;2;2;0;15;0;0
Botafogo 1 X 0 Fluminense;20230812;2;2;0;21.5;0;0
Botafogo 1 X 1 Fluminense;20230803;2;2;0;8;0;0
Botafogo 1 X 1 Fluminense;20230812;2;2;0;5;0;0
Botafogo 1 X 1 Fluminense;20230814;2;2;0;32;0;0
Botafogo 1 X 3 Fluminense;20230814;2;2;0;5.5;0;0
Botafogo 3 X 1 Fluminense;20230818;2;1;0;3;0;0
Botafogo SP 1 X 1 Fluminense;20230809;2;2;2;38.5;0;0
Botafogo SP 1 X 1 Fluminense;20230812;2;2;2;33;0;0
Botafogo SP 1 X 1 Fluminense;20230813;2;2;1;3;0;0
Botafogo SP 1 X 1 Fluminense;20230817;2;2;2;38.5;0;0
Branca 2021;20230813;2;2;0;2;0;0
Brasileiro;20230816;2;1;0;64.5;0;0
Brasileiro;20230820;2;2;0;98.5;0;0
Brasileiro - 2º Turno 2022;20230815;2;1;0;0;0;0
Brasileiro 1977;20230805;2;1;1;18.5;0;0
Brasileiro 1977;20230811;2;2;1;21.5;0;0
Brasileiro 2008;20230807;2;2;0;4.5;0;0
Brasileiro 2008;20230814;2;1;0;11;0;0
Brasileiro 2019;20230814;2;1;0;5;0;0
Brasileiro 2023;20230805;2;2;0;11.5;0;0
Brasileiro 2023;20230806;2;2;0;25;0;0
Brasileiro 2023;20230811;2;2;0;40.5;0;0
Brasileiro 2023;20230815;2;1;0;35.5;0;0
Brasileiro 2023;20230820;2;2;0;12;0;0
Brasileiro Série B 1998;20230819;2;2;2;13.5;0;0
Brasileiro Série B 1998;20230820;2;2;2;23.5;0;0
Braulio da Silva Machado;20230819;2;1;0;12;0;0
Brunel 1975;20230802;2;2;2;24;0;0
Brunel 1975;20230813;2;2;2;63;0;0
C. Potiguar/Baraúnas 0 X 1 Fluminense;20230814;2;1;1;14;0;0
CSA 0 X 2 Fluminense;20230807;2;2;0;3;0;0
CSA 0 X 3 Fluminense;20230807;2;2;0;12.5;0;0
CSA 1 X 2 Fluminense;20230807;2;2;0;5;0;0
CSA 3 X 3 Fluminense;20230807;2;2;0;4.5;0;0
Cachoeiro 0 X 1 Fluminense;20230814;2;1;0;2;0;0
Caio Henrique 2019;20230818;2;2;0;28;0;0
Caio Martins;20230816;2;2;2;46;0;0
Caio Martins;20230820;2;2;1;5;0;0
Caio Vinicius 2021;20230817;2;2;0;24;0;0
Calazans 1964;20230815;2;1;0;12.5;0;0
Camisa;20230803;2;2;0;20;0;0
Camisa;20230806;2;2;0;0.5;0;0
Camisa;20230809;2;2;0;2.5;0;0
Camisa;20230815;2;2;0;2;0;0
Campeonato x Estádio;20230807;2;2;0;10.5;0;0
Campeonatos;20230805;2;2;0;13;0;0
Campeonatos;20230818;2;2;0;25;0;0
Campo Grande 1 X 0 Fluminense;20230807;2;2;0;6;0;0
Canto do Rio 0 X 3 Fluminense;20230814;2;2;0;4.5;0;0
Carioca 1907;20230807;2;1;0;14;0;0
Carioca 1952;20230812;2;2;0;29.5;0;0
Carioca 1952;20230814;2;2;0;5;0;0
Carioca 1986;20230805;2;2;2;16;0;0
Carioca 1986;20230816;2;2;2;22;0;0
Carioca 1994;20230813;2;1;1;0;0;0
Carioca 1995;20230814;2;2;2;21;0;0
Carlos Alberto Torres 1976;20230819;2;1;0;19;0;0
Carlos André 1990;20230809;2;2;2;64.5;0;0
Cartão em campeonato;20230814;2;2;0;13.5;0;0
Cartões no(a) Brasileiro 2023;20230814;2;2;0;6;0;0
Ceará 0 X 1 Fluminense;20230820;2;1;0;13.5;0;0
Colatina 0 X 0 Fluminense;20230807;2;2;0;24;0;0
Colatina 0 X 1 Fluminense;20230807;2;2;0;13;0;0
Consulta Dias da Semana;20230805;2;2;0;7.5;0;0
Consulta Dias da Semana;20230811;2;2;0;8.5;0;0
Consulta Turno;20230815;2;1;0;5;0;0
Copa Sul Americana 2022;20230811;2;1;0;0;0;0
Corinthians 2 X 3 Fluminense;20230820;2;1;0;0;0;0
Coritiba 2 X 0 Fluminense;20230814;2;2;0;2.5;0;0
Créditos;20230809;2;2;0;5.5;0;0
Curiosidades e Títulos;20230808;2;2;0;62;0;0
Curiosidades e Títulos;20230812;2;2;1;9;0;0
César 1998;20230815;2;2;2;20;0;0
César 2003;20230813;2;1;1;23;0;0
Córdoba 0 X 2 Fluminense;20230807;2;1;0;143;0;0
David Braz 2023;20230806;2;2;0;25.5;0;0
Deco 2013;20230815;2;1;0;0;0;0
Defensores del Chaco;20230813;2;2;0;42;0;0
Deportivo Galicia 1 X 3 Fluminense;20230803;2;2;0;15;0;0
Deportivo Itália 0 X 6 Fluminense;20230803;2;2;0;23.5;0;0
Deportivo Pereira 4 X 4 Fluminense;20230810;2;1;0;0;0;0
Detalhamento dos Gols;20230814;2;2;0;2.5;0;0
Diogo Barbosa 2023;20230808;2;2;0;31;0;0
Douglas 2018;20230806;2;2;0;35;0;0
Dudu 1994;20230804;2;1;0;9;0;0
Edson 1955;20230812;2;1;0;0;0;0
Edson Borracha 1966;20230810;2;2;2;92;0;0
Elenco de jogadores em 1971;20230808;2;1;0;46;0;0
Elenco de jogadores em 2023;20230807;2;2;0;99.5;0;0
Elenco por em Ano;20230807;2;2;0;1.5;0;0
Elenco por em Ano;20230808;2;1;0;34.5;0;0
Escurinho 1964;20230815;2;1;0;4;0;0
Especiais Adversários;20230802;2;2;0;2;0;0
Especiais Adversários;20230816;2;2;0;24;0;0
Especiais Brasileirão;20230813;2;2;0;13.5;0;0
Especiais Brasileirão;20230815;2;1;0;2;0;0
Especiais Brasileirão;20230816;2;2;0;20;0;0
Especiais Brasileirão;20230818;2;2;0;21;0;0
Especiais Campeonatos;20230802;2;2;0;11;0;0
Especiais Campeonatos;20230812;2;2;0;12.5;0;0
Especiais Estádios;20230811;2;2;0;2.5;0;0
Especiais Estádios;20230813;2;1;0;4.5;0;0
Especiais Estádios;20230815;2;2;0;13.5;0;0
Especiais Estádios;20230817;2;2;0;7.5;0;0
Especiais Estádios;20230820;2;2;0;7;0;0
Especiais Gerais;20230802;2;1;0;29;0;0
Especiais Gerais;20230805;2;2;0;45;0;0
Especiais Gerais;20230811;2;2;0;58;0;0
Especiais Gerais;20230820;2;1;0;8;0;0
Especiais Jogos;20230802;2;2;0;5;0;0
Especiais Jogos;20230804;2;1;0;1.5;0;0
Especiais Jogos;20230812;2;1;0;2.5;0;0
Especiais Jogos;20230813;2;2;0;38.5;0;0
Especiais Jogos;20230816;2;2;0;17;0;0
Especiais Numeração Fixa;20230804;2;2;0;26.5;0;0
Especiais Numeração Fixa;20230807;2;2;0;7.5;0;0
